cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc 
c     Calculated grain boundary energies of bcc Fe for 
c     mechanically selected 66,339 grain boundaries
c
c  Misorientation : three Euler angles (phi1, phi, phi2)
c  Inclination    : polar and azimuth angles
c  GBE            : Gran boundary energy (mJ/m2)
cccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc
c
  ph1  ph  ph2     polar           azimuth          GBE
   0   0  30    0.145087e+03   -0.767170e+02    0.126811e+04
   0   0  30    0.824440e+02    0.823770e+02    0.126586e+04
   0   0  30   -0.105248e+03    0.690950e+02    0.129386e+04
   0   0  30    0.975560e+02   -0.823770e+02    0.133501e+04
   0   0  30   -0.747520e+02   -0.690950e+02    0.132657e+04
   0   0  30   -0.133513e+03    0.616600e+02    0.131067e+04
   0   0  30    0.615910e+02    0.610670e+02    0.128647e+04
   0   0  30   -0.464870e+02   -0.616600e+02    0.121197e+04
   0   0  30    0.118409e+03   -0.610670e+02    0.128640e+04
   0   0  30   -0.349130e+02    0.767170e+02    0.134486e+04
   0   0  30   -0.145087e+03   -0.767170e+02    0.126811e+04
   0   0  30   -0.824440e+02    0.823770e+02    0.126586e+04
   0   0  30    0.105248e+03    0.690950e+02    0.129386e+04
   0   0  30   -0.975560e+02   -0.823770e+02    0.133501e+04
   0   0  30    0.747520e+02   -0.690950e+02    0.132657e+04
   0   0  30    0.133513e+03    0.616600e+02    0.131067e+04
   0   0  30   -0.615910e+02    0.610670e+02    0.128647e+04
   0   0  30    0.464870e+02   -0.616600e+02    0.121197e+04
   0   0  30   -0.118409e+03   -0.610670e+02    0.128640e+04
   0   0  30    0.317170e+02    0.000000e+00    0.132678e+04
   0   0  30    0.148283e+03    0.000000e+00    0.132706e+04
   0   0  30    0.900000e+02    0.317170e+02    0.119628e+04
   0   0  30    0.900000e+02   -0.317170e+02    0.112227e+04
   0   0  30    0.582830e+02    0.900000e+02    0.124384e+04
   0   0  30    0.121717e+03    0.900000e+02    0.124384e+04
   0   0  30    0.209050e+02    0.900000e+02    0.126375e+04
   0   0  30    0.159095e+03    0.900000e+02    0.126375e+04
   0   0  30    0.690950e+02    0.000000e+00    0.129196e+04
   0   0  30    0.110905e+03    0.000000e+00    0.129196e+04
   0   0  30    0.900000e+02    0.690950e+02    0.110771e+04
   0   0  30    0.900000e+02   -0.690950e+02    0.119846e+04
   0   0  30    0.547360e+02    0.450000e+02    0.115358e+04
   0   0  30    0.125264e+03    0.450000e+02    0.115358e+04
   0   0  30    0.547360e+02   -0.450000e+02    0.115358e+04
   0   0  30    0.125264e+03   -0.450000e+02    0.115358e+04
   0   0  30    0.000000e+00    0.000000e+00    0.145819e+04
   0   0  30    0.900000e+02    0.000000e+00    0.105467e+04
   0   0  30    0.900000e+02    0.900000e+02    0.105467e+04
   0   0  30    0.360000e+02    0.582830e+02    0.130701e+04
   0   0  30    0.144000e+03    0.582830e+02    0.130701e+04
   0   0  30    0.360000e+02   -0.582830e+02    0.121471e+04
   0   0  30    0.144000e+03   -0.582830e+02    0.121471e+04
   0   0  30    0.600000e+02    0.209050e+02    0.126649e+04
   0   0  30    0.120000e+03    0.209050e+02    0.126649e+04
   0   0  30    0.600000e+02   -0.209050e+02    0.133058e+04
   0   0  30    0.120000e+03   -0.209050e+02    0.133058e+04
   0   0  30    0.720000e+02    0.582830e+02    0.128119e+04
   0   0  30    0.108000e+03    0.582830e+02    0.128119e+04
   0   0  30    0.720000e+02   -0.582830e+02    0.131630e+04
   0   0  30    0.108000e+03   -0.582830e+02    0.131630e+04
   0   0  40    0.107170e+02    0.450000e+02    0.126762e+04
   0   0  40   -0.154328e+03    0.526230e+02    0.129737e+04
   0   0  40   -0.169283e+03   -0.450000e+02    0.126762e+04
   0   0  40    0.256720e+02   -0.526230e+02    0.133058e+04
   0   0  40    0.561500e+02    0.911000e+01    0.128710e+04
   0   0  40   -0.123850e+03   -0.911000e+01    0.123504e+04
   0   0  40    0.396650e+02    0.418100e+02    0.139052e+04
   0   0  40   -0.129665e+03    0.265650e+02    0.123828e+04
   0   0  40   -0.140335e+03   -0.418100e+02    0.133691e+04
   0   0  40    0.503350e+02   -0.265650e+02    0.126445e+04
   0   0  40   -0.107170e+02    0.450000e+02    0.126762e+04
   0   0  40    0.154328e+03    0.526230e+02    0.129737e+04
   0   0  40    0.169283e+03   -0.450000e+02    0.126762e+04
   0   0  40   -0.256720e+02   -0.526230e+02    0.133058e+04
   0   0  40   -0.561500e+02    0.911000e+01    0.128710e+04
   0   0  40    0.123850e+03   -0.911000e+01    0.123504e+04
   0   0  40   -0.396650e+02    0.418100e+02    0.139052e+04
   0   0  40    0.129665e+03    0.265650e+02    0.123828e+04
   0   0  40    0.140335e+03   -0.418100e+02    0.133691e+04
   0   0  40   -0.503350e+02   -0.265650e+02    0.126445e+04
   0   0  40    0.824440e+02    0.762300e+01    0.138397e+04
   0   0  40   -0.110137e+03    0.162670e+02    0.125960e+04
   0   0  40   -0.824440e+02    0.762300e+01    0.138397e+04
   0   0  40    0.110137e+03    0.162670e+02    0.125960e+04
   0   0  40    0.824440e+02    0.558120e+02    0.132404e+04
   0   0  40   -0.824440e+02    0.558120e+02    0.132404e+04
   0   0  40    0.648160e+02    0.317170e+02    0.131707e+04
   0   0  40   -0.110137e+03    0.471680e+02    0.126811e+04
   0   0  40   -0.648160e+02    0.317170e+02    0.131707e+04
   0   0  40    0.110137e+03    0.471680e+02    0.126811e+04
   0   0  40   -0.975560e+02   -0.762300e+01    0.134789e+04
   0   0  40    0.698630e+02   -0.162670e+02    0.127064e+04
   0   0  40    0.975560e+02   -0.762300e+01    0.134789e+04
   0   0  40   -0.698630e+02   -0.162670e+02    0.127064e+04
   0   0  40   -0.975560e+02   -0.558120e+02    0.133923e+04
   0   0  40    0.975560e+02   -0.558120e+02    0.133923e+04
   0   0  40   -0.115184e+03   -0.317170e+02    0.133923e+04
   0   0  40    0.698630e+02   -0.471680e+02    0.130645e+04
   0   0  40    0.115184e+03   -0.317170e+02    0.132805e+04
   0   0  40   -0.698630e+02   -0.471680e+02    0.130645e+04
   0   0  40    0.349130e+02    0.767170e+02    0.128774e+04
   0   0  40    0.145087e+03   -0.767170e+02    0.126572e+04
   0   0  40    0.824440e+02    0.823770e+02    0.134789e+04
   0   0  40   -0.105248e+03    0.690950e+02    0.129730e+04
